"eventID","measurementType","measurementTypeID","measurementValue","measurementUnit","measurementUnitID","measurementRemarks"
"VK826_20090904_RB09GOM263","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090904_RB09GOM263","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090904_RB09GOM263","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090904_RB09GOM264","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090904_RB09GOM264","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090904_RB09GOM264","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090904_RB09GOM266","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090904_RB09GOM266","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090904_RB09GOM266","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090904_RB09GOM267","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090904_RB09GOM267","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090904_RB09GOM267","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090904_RB09GOM297","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090904_RB09GOM297","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090904_RB09GOM297","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM402","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM402","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM402","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM403","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM403","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM403","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM404","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM404","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM404","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM405","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM405","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM405","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM406","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM406","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM406","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM407","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM407","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM407","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM408","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM408","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM408","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM409","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM409","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM409","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090910_RB09GOM410","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090910_RB09GOM410","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090910_RB09GOM410","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090918_SJ09GOM046","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","8.26","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090918_SJ09GOM046","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090918_SJ09GOM046","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090918_SJ09GOM047","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","8.26","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090918_SJ09GOM047","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090918_SJ09GOM047","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090918_SJ09GOM048","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","8.26","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090918_SJ09GOM048","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090918_SJ09GOM048","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC751_20090919_SJ09GOM058","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC751_20090919_SJ09GOM058","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC751_20090919_SJ09GOM058","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC751_20090919_SJ09GOM059","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC751_20090919_SJ09GOM059","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC751_20090919_SJ09GOM059","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC751_20090919_SJ09GOM060","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC751_20090919_SJ09GOM060","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC751_20090919_SJ09GOM060","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC751_20090919_SJ09GOM061","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC751_20090919_SJ09GOM061","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC751_20090919_SJ09GOM061","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC751_20090919_SJ09GOM062","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC751_20090919_SJ09GOM062","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC751_20090919_SJ09GOM062","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC751_20090919_SJ09GOM063","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC751_20090919_SJ09GOM063","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC751_20090919_SJ09GOM063","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090920_SJ09GOM072","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090920_SJ09GOM072","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090920_SJ09GOM072","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090920_SJ09GOM073","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090920_SJ09GOM073","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090920_SJ09GOM073","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK906_20090920_SJ09GOM074","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK906_20090920_SJ09GOM074","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK906_20090920_SJ09GOM074","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090922_SJ09GOM102","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090922_SJ09GOM102","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090922_SJ09GOM102","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090922_SJ09GOM103","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090922_SJ09GOM103","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090922_SJ09GOM103","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090922_SJ09GOM104","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090922_SJ09GOM104","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090922_SJ09GOM104","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090922_SJ09GOM105","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090922_SJ09GOM105","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090922_SJ09GOM105","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090922_SJ09GOM106","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090922_SJ09GOM106","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090922_SJ09GOM106","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090922_SJ09GOM107","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090922_SJ09GOM107","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090922_SJ09GOM107","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","9","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090923_SJ09GOM116","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090923_SJ09GOM116","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090923_SJ09GOM116","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090923_SJ09GOM117","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090923_SJ09GOM117","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090923_SJ09GOM117","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090923_SJ09GOM118","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090923_SJ09GOM118","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090923_SJ09GOM118","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090923_SJ09GOM120","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090923_SJ09GOM120","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
